    OrderHash,Block,Action,Price,Quantity,OrderType,SubaccountID
5bSmCjGRIVv1bzORX3HcVgjvoQRQhjWD1TxF39a0ksI=,96000091,EVENT_NEW,95776000000,0.1097,SELL_PO,0x21596b451da15002ebbb91661f7f5e9f2f372343000000000000000000000011
jmNK5nmL5tUabgoYlSQFSco6EIF9saJQC2pr+dbVGiM=,96000091,EVENT_CANCEL,95786000000,0.1097,SELL_PO,0x21596b451da15002ebbb91661f7f5e9f2f372343000000000000000000000011
ZtA5EdWRWMJMMz8PZX7vDWCbFX7bI82eV9/7P7Kks9w=,96000091,EVENT_NEW,95751000000,0.0783,SELL_PO,0x5303d92e49a619bb29de8fb6f59c0e7589213cc8000000000000000000000001
8z4/8sCqdXJSAGCvfnZ51VEziZbU78tsv1qkIIjGcb0=,96000090,EVENT_NEW,96140000000,3.655,SELL_PO,0x45413d9cb161b88099123c31c720e57f276b8f2b000000000000000000000003
D0CRsUZpnZ/6sOzCIQpaHaPTDky+tcgYsyHRR7dTvdQ=,96000090,EVENT_CANCEL,96091000000,3.6569,SELL_PO,0x45413d9cb161b88099123c31c720e57f276b8f2b000000000000000000000003
ttvxZVcJSShY8f89ux4yADgUy40ttpeODTEyeAmt1ig=,96000090,EVENT_CANCEL,95697000000,0.1098,BUY_PO,0x21596b451da15002ebbb91661f7f5e9f2f372343000000000000000000000011
9uZ2GKteMhJRQ26dUQxnAS8KnJdRJMPi+hoL+SVo/v8=,96000090,EVENT_NEW,95737000000,0.1097,BUY_PO,0x21596b451da15002ebbb91661f7f5e9f2f372343000000000000000000000011
QKNhDt6NkPiAd5q/FJMSwPhPHA2GhbqnYWRA/BAvhk0=,96000090,EVENT_CANCEL,95757000000,0.0783,SELL_PO,0x5303d92e49a619bb29de8fb6f59c0e7589213cc8000000000000000000000001
2hPhuhMFcZtZExZ+fRVTeVxf3XP76BRxsSvea4hZkx4=,96000089,EVENT_NEW,95788000000,1.6183,SELL_PO,0x5303d92e49a619bb29de8fb6f59c0e7589213cc8000000000000000000000004
I2nuInTunQZHylM02C+ZE+g/sBhcj/2X6yzpfg3eiKs=,96000089,EVENT_NEW,95731000000,1.6183,BUY_PO,0x5303d92e49a619bb29de8fb6f59c0e7589213cc8000000000000000000000004
dvDkxOCnQVJtV4tm0VV+XLyl8UjOvlHkZjsLomFhR4k=,96000089,EVENT_NEW,95748000000,0.0783,BUY_PO,0x5303d92e49a619bb29de8fb6f59c0e7589213cc8000000000000000000000001
QKNhDt6NkPiAd5q/FJMSwPhPHA2GhbqnYWRA/BAvhk0=,96000089,EVENT_NEW,95757000000,0.0783,SELL_PO,0x5303d92e49a619bb29de8fb6f59c0e7589213cc8000000000000000000000001
RVxHt5NXzHjZeaoqniWd415G+jX9UlxO5plVcIV4j+Y=,96000089,EVENT_CANCEL,95746000000,0.1097,BUY_PO,0x21596b451da15002ebbb91661f7f5e9f2f372343000000000000000000000011
jmNK5nmL5tUabgoYlSQFSco6EIF9saJQC2pr+dbVGiM=,96000089,EVENT_NEW,95786000000,0.1097,SELL_PO,0x21596b451da15002ebbb91661f7f5e9f2f372343000000000000000000000011
ttvxZVcJSShY8f89ux4yADgUy40ttpeODTEyeAmt1ig=,96000089,EVENT_NEW,95697000000,0.1098,BUY_PO,0x21596b451da15002ebbb91661f7f5e9f2f372343000000000000000000000011
Yg0ZXA36N/U0g+XuuDWJFFqaCli0ba7uYglitg64ZHo=,96000089,EVENT_CANCEL,95755000000,0.2872,SELL,0xed8c4c43e03e24b7f12975472da771ce2f8b857c000000000000000000000000
EO71sniZLkCD1DbB2qQmHzH+ZKHpdXm+gwnr211/t4U=,96000089,EVENT_NEW,95749000000,0.0836,BUY_PO,0xed8c4c43e03e24b7f12975472da771ce2f8b857c000000000000000000000000
rv38L8rqNYi53D6V/0eUa+86cUOk0YMYMv9gdk4B7ZM=,96000089,EVENT_NEW,95699000000,1.6183,BUY_PO,0x5303d92e49a619bb29de8fb6f59c0e7589213cc8000000000000000000000004
DnOME2/XB6kzcDBP1HevphHsmBgk5vKe2OSiT33XXrk=,96000089,EVENT_NEW,95761000000,1.6183,SELL_PO,0x5303d92e49a619bb29de8fb6f59c0e7589213cc8000000000000000000000004
H+6ngnCxgN+zNXuKJZdXFar4INheyLol9H/sCV9Usk8=,96000088,EVENT_CANCEL,95742000000,0.0836,BUY_PO,0xed8c4c43e03e24b7f12975472da771ce2f8b857c000000000000000000000000
53B6Oco/FgzDGIciXwSEHNgfbQaJnSIu9D/UdUE5JNc=,96000088,EVENT_CANCEL,95774000000,0.2872,SELL,0xed8c4c43e03e24b7f12975472da771ce2f8b857c000000000000000000000000
jcoFXLwQvHsDcu6VhakuLmASL0+A27a7UOD7xhNeDE0=,96000088,EVENT_CANCEL,95732000000,0.2873,BUY,0xed8c4c43e03e24b7f12975472da771ce2f8b857c000000000000000000000000
DXyDfa4dSMkgTvYJgn+rh1BadLGSzIpKyXwY9x77cag=,96000088,EVENT_NEW,95750000000,0.0836,SELL_PO,0xed8c4c43e03e24b7f12975472da771ce2f8b857c000000000000000000000000
kZfHJ5cGxzt6dixkro4Fi6j+lQ7+7Z6LFBgOmZed9Qg=,96000088,EVENT_CANCEL,95784000000,1.6183,SELL_PO,0x5303d92e49a619bb29de8fb6f59c0e7589213cc8000000000000000000000004
H1LTqf2+PtA/pcP9X49z9x27FoMnHsgC5H3g/nHG15c=,96000088,EVENT_CANCEL,95771000000,1.6183,SELL_PO,0x5303d92e49a619bb29de8fb6f59c0e7589213cc8000000000000000000000004
BcsAHw9duLxp6DixqnaAZiTK2dzCNpQyebDhqsLfdIk=,96000088,EVENT_CANCEL,95759000000,0.0783,SELL_PO,0x5303d92e49a619bb29de8fb6f59c0e7589213cc8000000000000000000000001
oN8qUxqizO+DpT9KfraG1T+/AEnkEuKfXsbBM5F45d8=,96000088,EVENT_CANCEL,95756000000,0.0783,BUY_PO,0x5303d92e49a619bb29de8fb6f59c0e7589213cc8000000000000000000000001
N09tiEK79eBdedvfSwxiblS6c1+aPn/tb6/tMUXYlhA=,96000088,EVENT_CANCEL,95727000000,1.6183,BUY_PO,0x5303d92e49a619bb29de8fb6f59c0e7589213cc8000000000000000000000004
uku6PW8JFZZzBD9lQwGn72uqGkTE0ep8/LswV3vO3BM=,96000088,EVENT_CANCEL,95837000000,0.1096,SELL_PO,0x21596b451da15002ebbb91661f7f5e9f2f372343000000000000000000000011
kFdGhS+cVET9qr8TvjbGHh49CSd6kwwVsAYZABH4xH4=,96000088,EVENT_CANCEL,95739000000,1.6183,BUY_PO,0x5303d92e49a619bb29de8fb6f59c0e7589213cc8000000000000000000000004
bG+x66SiFx95Xubz3TDgO3s5oMkKWoFxCCPKnPBWxaI=,96000088,EVENT_CANCEL,95303000000,3.6578,BUY_PO,0x45413d9cb161b88099123c31c720e57f276b8f2b000000000000000000000003
4EgWiqhVnmNzKor6W6O5w+jwUDOKDASMOLG4nnn/at8=,96000088,EVENT_NEW,95360000000,3.6556,BUY_PO,0x45413d9cb161b88099123c31c720e57f276b8f2b000000000000000000000003
uku6PW8JFZZzBD9lQwGn72uqGkTE0ep8/LswV3vO3BM=,96000088,EVENT_NEW,95837000000,0.1096,SELL_PO,0x21596b451da15002ebbb91661f7f5e9f2f372343000000000000000000000011
rUBrtwQHCz8oCRoBhGqqAEyYE2Xqatk3zQ3ZRzWnpl4=,96000088,EVENT_CANCEL,95730000000,0.0836,BUY_PO,0xed8c4c43e03e24b7f12975472da771ce2f8b857c000000000000000000000000
H+6ngnCxgN+zNXuKJZdXFar4INheyLol9H/sCV9Usk8=,96000088,EVENT_NEW,95742000000,0.0836,BUY_PO,0xed8c4c43e03e24b7f12975472da771ce2f8b857c000000000000000000000000
RqVR+2whfMWRDzBHqnB6KnK0dmqpthnyNPhUbCYWZWo=,96000087,EVENT_CANCEL,95848000000,0.1096,SELL_PO,0x21596b451da15002ebbb91661f7f5e9f2f372343000000000000000000000011
CBfEidiyio5GUoYtyJsMNhz30ClYBkugcSwfmqPSPUE=,96000087,EVENT_CANCEL,95731000000,0.1097,BUY_PO,0x21596b451da15002ebbb91661f7f5e9f2f372343000000000000000000000011
RqVR+2whfMWRDzBHqnB6KnK0dmqpthnyNPhUbCYWZWo=,96000087,EVENT_NEW,95848000000,0.1096,SELL_PO,0x21596b451da15002ebbb91661f7f5e9f2f372343000000000000000000000011
RVxHt5NXzHjZeaoqniWd415G+jX9UlxO5plVcIV4j+Y=,96000087,EVENT_NEW,95746000000,0.1097,BUY_PO,0x21596b451da15002ebbb91661f7f5e9f2f372343000000000000000000000011
k7Vj+dZxvjaQcS3JA9Y+bKeiUl//osb7ksjgzhk6w98=,96000086,EVENT_CANCEL,95847000000,0.1096,SELL_PO,0x21596b451da15002ebbb91661f7f5e9f2f372343000000000000000000000011
k7Vj+dZxvjaQcS3JA9Y+bKeiUl//osb7ksjgzhk6w98=,96000086,EVENT_NEW,95847000000,0.1096,SELL_PO,0x21596b451da15002ebbb91661f7f5e9f2f372343000000000000000000000011
kFdGhS+cVET9qr8TvjbGHh49CSd6kwwVsAYZABH4xH4=,96000086,EVENT_NEW,95739000000,1.6183,BUY_PO,0x5303d92e49a619bb29de8fb6f59c0e7589213cc8000000000000000000000004
oN8qUxqizO+DpT9KfraG1T+/AEnkEuKfXsbBM5F45d8=,96000086,EVENT_NEW,95756000000,0.0783,BUY_PO,0x5303d92e49a619bb29de8fb6f59c0e7589213cc8000000000000000000000001
QFXX2+F+n7WbxRQdyBbHqgefxvfKRfaiXb5MfAkB11Y=,96000086,EVENT_CANCEL,95861000000,0.1096,SELL_PO,0x21596b451da15002ebbb91661f7f5e9f2f372343000000000000000000000011
/bx1lnC64m/I2VzWeyDJWSQH+P3pu3a5+PK1+wXhQXk=,96000085,EVENT_CANCEL,95705000000,1.6183,BUY_PO,0x5303d92e49a619bb29de8fb6f59c0e7589213cc8000000000000000000000004
G1CWw78CcCwL++MHUg0XMEN2lo6OpHh1wdJ4nSn3wRY=,96000085,EVENT_CANCEL,95709000000,0.0836,BUY_PO,0xed8c4c43e03e24b7f12975472da771ce2f8b857c000000000000000000000000
aXL9EBvYcW5KYB8Q4wuXUxENVqXKTNC9P07SD0McjhI=,96000085,EVENT_CANCEL,95725000000,0.2873,BUY,0xed8c4c43e03e24b7f12975472da771ce2f8b857c000000000000000000000000
xHMyXqcJOanEhKalh5A+YcW25rUfwVQd9/W1YqolEsA=,96000085,EVENT_CANCEL,95680000000,1.0448,BUY_PO,0xed8c4c43e03e24b7f12975472da771ce2f8b857c000000000000000000000000
deY0k/OgnoEuIeAgIKs+IwZ+hy4nee80CjdXbZpNLII=,96000085,EVENT_CANCEL,95765000000,1.0448,SELL_PO,0xed8c4c43e03e24b7f12975472da771ce2f8b857c000000000000000000000000
YDETmyuHUyQLPj9HpbVDLE8PSQ/FeF2bZD1AE1TVReQ=,96000085,EVENT_CANCEL,95581000000,2.0902,BUY_PO,0xed8c4c43e03e24b7f12975472da771ce2f8b857c000000000000000000000000
rUBrtwQHCz8oCRoBhGqqAEyYE2Xqatk3zQ3ZRzWnpl4=,96000085,EVENT_NEW,95730000000,0.0836,BUY_PO,0xed8c4c43e03e24b7f12975472da771ce2f8b857c000000000000000000000000
GXCChHQW+LbsX6O7PyncXXolqQDPRQYyRnFE/X3nDOM=,96000085,EVENT_NEW,95700000000,1.0446,BUY_PO,0xed8c4c43e03e24b7f12975472da771ce2f8b857c000000000000000000000000
f+G8UHk1rRvRszgOCCU1AYMe84J9EGRu6EcDzN0BTxM=,96000085,EVENT_NEW,95785000000,1.0446,SELL_PO,0xed8c4c43e03e24b7f12975472da771ce2f8b857c000000000000000000000000
Hk249ewqOUM2nnBxog6wqcCmOr2R9RyCNhnV7hV6Qo4=,96000085,EVENT_NEW,95626000000,2.0892,BUY_PO,0xed8c4c43e03e24b7f12975472da771ce2f8b857c000000000000000000000000
IIfd9d8SEHpaH0ptVZeIY35/hdNBNg1GWG4BW2t4d3M=,96000085,EVENT_CANCEL,95708000000,0.1098,BUY_PO,0x21596b451da15002ebbb91661f7f5e9f2f372343000000000000000000000011
QFXX2+F+n7WbxRQdyBbHqgefxvfKRfaiXb5MfAkB11Y=,96000085,EVENT_NEW,95861000000,0.1096,SELL_PO,0x21596b451da15002ebbb91661f7f5e9f2f372343000000000000000000000011
CBfEidiyio5GUoYtyJsMNhz30ClYBkugcSwfmqPSPUE=,96000085,EVENT_NEW,95731000000,0.1097,BUY_PO,0x21596b451da15002ebbb91661f7f5e9f2f372343000000000000000000000011
tIBcobRAWaau5kBomvtx93PFKbcNrSrGgi7Hkqh/MrU=,96000085,EVENT_CANCEL,95739000000,0.0783,BUY_PO,0x5303d92e49a619bb29de8fb6f59c0e7589213cc8000000000000000000000001
XHF3g5JuZCt1xVG/1phcHeAMka81O5DEjD83reK02Nc=,96000085,EVENT_CANCEL,95739000000,1.6183,BUY_PO,0x5303d92e49a619bb29de8fb6f59c0e7589213cc8000000000000000000000004
N09tiEK79eBdedvfSwxiblS6c1+aPn/tb6/tMUXYlhA=,96000085,EVENT_NEW,95727000000,1.6183,BUY_PO,0x5303d92e49a619bb29de8fb6f59c0e7589213cc8000000000000000000000004
tIBcobRAWaau5kBomvtx93PFKbcNrSrGgi7Hkqh/MrU=,96000084,EVENT_NEW,95739000000,0.0783,BUY_PO,0x5303d92e49a619bb29de8fb6f59c0e7589213cc8000000000000000000000001
H1LTqf2+PtA/pcP9X49z9x27FoMnHsgC5H3g/nHG15c=,96000084,EVENT_NEW,95771000000,1.6183,SELL_PO,0x5303d92e49a619bb29de8fb6f59c0e7589213cc8000000000000000000000004
XHF3g5JuZCt1xVG/1phcHeAMka81O5DEjD83reK02Nc=,96000084,EVENT_NEW,95739000000,1.6183,BUY_PO,0x5303d92e49a619bb29de8fb6f59c0e7589213cc8000000000000000000000004
BcsAHw9duLxp6DixqnaAZiTK2dzCNpQyebDhqsLfdIk=,96000084,EVENT_NEW,95759000000,0.0783,SELL_PO,0x5303d92e49a619bb29de8fb6f59c0e7589213cc8000000000000000000000001
HEeKz40+dWIzP0AD/gLxp6PeVvbIYqegMY3GdWPkezA=,96000084,EVENT_CANCEL,95886000000,0.1096,SELL_PO,0x21596b451da15002ebbb91661f7f5e9f2f372343000000000000000000000011
esSZZ/uekc2026u67KfTI9zUUFEVha4jMPRe2WIcqmg=,96000084,EVENT_CANCEL,95719000000,0.2873,BUY,0xed8c4c43e03e24b7f12975472da771ce2f8b857c000000000000000000000000
HEeKz40+dWIzP0AD/gLxp6PeVvbIYqegMY3GdWPkezA=,96000084,EVENT_NEW,95886000000,0.1096,SELL_PO,0x21596b451da15002ebbb91661f7f5e9f2f372343000000000000000000000011
9TRSicmU+VvYRkYNwloPqThvilmvgoBjFwulm5ad6ek=,96000084,EVENT_CANCEL,95890000000,0.1096,SELL_PO,0x21596b451da15002ebbb91661f7f5e9f2f372343000000000000000000000011
kZfHJ5cGxzt6dixkro4Fi6j+lQ7+7Z6LFBgOmZed9Qg=,96000083,EVENT_NEW,95784000000,1.6183,SELL_PO,0x5303d92e49a619bb29de8fb6f59c0e7589213cc8000000000000000000000004
wLkAwN+XCzh+B2wdwuQHMMW/BV5Vlzydt4RFl7yKXug=,96000083,EVENT_CANCEL,95820000000,0.287,SELL,0xbcc871dab5a507624e55afeaa93610a424c446cc000000000000000000000000
nYymAj4TEt0l8+bnJsYjP4oXfakZ5G7MPXonvrEr6CI=,96000083,EVENT_CANCEL,95699000000,0.1098,BUY_PO,0x21596b451da15002ebbb91661f7f5e9f2f372343000000000000000000000011
9TRSicmU+VvYRkYNwloPqThvilmvgoBjFwulm5ad6ek=,96000083,EVENT_NEW,95890000000,0.1096,SELL_PO,0x21596b451da15002ebbb91661f7f5e9f2f372343000000000000000000000011
IIfd9d8SEHpaH0ptVZeIY35/hdNBNg1GWG4BW2t4d3M=,96000083,EVENT_NEW,95708000000,0.1098,BUY_PO,0x21596b451da15002ebbb91661f7f5e9f2f372343000000000000000000000011
1h+C6UJbT4cw5B7JkEV6akSsmetiEBgtm4K0FwYOjgI=,96000083,EVENT_CANCEL,95843000000,0.0125,SELL_PO,0x5303d92e49a619bb29de8fb6f59c0e7589213cc8000000000000000000000002
vLfP2vw3xXAM/C/qfo8O6/MuDpEiclCnhHxIvo86Q6g=,96000083,EVENT_CANCEL,95683000000,1.6183,BUY_PO,0x5303d92e49a619bb29de8fb6f59c0e7589213cc8000000000000000000000004
0/TtwdxuOZaI6xuiZF5evRzJm7ulrwIkfbT/4N5uHRI=,96000083,EVENT_CANCEL,95709000000,0.0783,BUY_PO,0x5303d92e49a619bb29de8fb6f59c0e7589213cc8000000000000000000000001
cpcjN1AhGowAxw1rkf07tqedcl5i8PKsB4V3QXki0y0=,96000083,EVENT_CANCEL,95769000000,1.6183,SELL_PO,0x5303d92e49a619bb29de8fb6f59c0e7589213cc8000000000000000000000004
IIg/n573G2Cbf139bkAJSu3zDBV1jJjEMCPmeDCuKwA=,96000083,EVENT_CANCEL,95752000000,1.6183,SELL_PO,0x5303d92e49a619bb29de8fb6f59c0e7589213cc8000000000000000000000004
tcMsxgqyqcS1vBywQqj9EuQQRFj9V89kohOFLVYEi80=,96000083,EVENT_CANCEL,95740000000,0.0783,SELL_PO,0x5303d92e49a619bb29de8fb6f59c0e7589213cc8000000000000000000000001
V3P/ME9TLHs2MX7V3QqSTqKMA+Vy7MNI3U6QG9stW6k=,96000083,EVENT_CANCEL,95713000000,0.2873,BUY,0xed8c4c43e03e24b7f12975472da771ce2f8b857c000000000000000000000000
QQFrfJD/ytjSFtdeydyGXwrF+1cJ3apYDCXhS8W2zEw=,96000083,EVENT_CANCEL,95842000000,0.1096,SELL_PO,0x21596b451da15002ebbb91661f7f5e9f2f372343000000000000000000000011
IIg/n573G2Cbf139bkAJSu3zDBV1jJjEMCPmeDCuKwA=,96000083,EVENT_NEW,95752000000,1.6183,SELL_PO,0x5303d92e49a619bb29de8fb6f59c0e7589213cc8000000000000000000000004
zH7dAJwZI6pY9dlPFKznNW5ENDs4QDWoF+q2ulgDGOA=,96000082,EVENT_CANCEL,95715000000,0.0836,BUY_PO,0xed8c4c43e03e24b7f12975472da771ce2f8b857c000000000000000000000000
G1CWw78CcCwL++MHUg0XMEN2lo6OpHh1wdJ4nSn3wRY=,96000082,EVENT_NEW,95709000000,0.0836,BUY_PO,0xed8c4c43e03e24b7f12975472da771ce2f8b857c000000000000000000000000
QQFrfJD/ytjSFtdeydyGXwrF+1cJ3apYDCXhS8W2zEw=,96000082,EVENT_NEW,95842000000,0.1096,SELL_PO,0x21596b451da15002ebbb91661f7f5e9f2f372343000000000000000000000011
ikglgtsGZl+Z39E2Z17p68sL8+AETQy9qaHHg6EN/x0=,96000082,EVENT_CANCEL,95803000000,0.1096,SELL_PO,0x21596b451da15002ebbb91661f7f5e9f2f372343000000000000000000000011
OoNvSZytDOtV9kNIE9wEeU6TvyQd3Ey4gJ5kE0sSRgs=,96000082,EVENT_CANCEL,95667000000,1.0449,BUY_PO,0xed8c4c43e03e24b7f12975472da771ce2f8b857c000000000000000000000000
4YnEhbzHL7JEFNIi1CyLasIvzMwaWWzei/yEi3xfvJU=,96000082,EVENT_CANCEL,95752000000,1.0449,SELL_PO,0xed8c4c43e03e24b7f12975472da771ce2f8b857c000000000000000000000000
QifeJAaFptIUz7tPqPw0FR/xWeIs9VBgB4Qq9l6fGIw=,96000082,EVENT_CANCEL,95709000000,0.0836,BUY_PO,0xed8c4c43e03e24b7f12975472da771ce2f8b857c000000000000000000000000
oihC9YcSFWKke6GUjvZE90iTizB1TTOGoNh4hmOrrdY=,96000082,EVENT_CANCEL,95707000000,0.2873,BUY,0xed8c4c43e03e24b7f12975472da771ce2f8b857c000000000000000000000000
xHMyXqcJOanEhKalh5A+YcW25rUfwVQd9/W1YqolEsA=,96000082,EVENT_NEW,95680000000,1.0448,BUY_PO,0xed8c4c43e03e24b7f12975472da771ce2f8b857c000000000000000000000000
deY0k/OgnoEuIeAgIKs+IwZ+hy4nee80CjdXbZpNLII=,96000082,EVENT_NEW,95765000000,1.0448,SELL_PO,0xed8c4c43e03e24b7f12975472da771ce2f8b857c000000000000000000000000
